fecha,humedad_media_dia,humedad_min_dia,humedad_max_dia,temp_suelo_media_dia,temp_suelo_min_dia,temp_suelo_max_dia,bateria_media_dia_mv,panel_solar_media_dia_mv,variacion_humedad_dia,n_registros_dia
2024-06-10,27.296458333333334,27.24625,27.372500000000002,23.860312500000003,22.38,26.54,6691.583333333333,5528.208333333333,0.12625000000000242,24
2024-06-11,27.16421875,27.1175,27.225,23.5546875,22.01,24.62,6699.625,5480.958333333333,0.1075000000000017,24
2024-06-12,27.083541666666665,27.04375,27.11125,22.848177083333336,20.12,24.03,6692.083333333333,5629.791666666667,0.067499999999999,24
2024-06-13,27.0128125,26.9625,27.05875,22.901822916666664,20.4,26.52,6706.083333333333,5645.875,0.09625000000000128,24
2024-06-14,26.9028125,26.8725,26.9525,23.234114583333334,20.72,27.81,6703.458333333333,5671.583333333333,0.08000000000000185,24
2024-06-15,26.800104166666667,26.7375,26.87125,23.87307291666667,22.69,28.51,6706.458333333333,5617.916666666667,0.13374999999999915,24
2024-06-16,26.66140625,26.612499999999997,26.740000000000002,24.084947916666668,22.23,28.42,6703.166666666667,5686.916666666667,0.12750000000000483,24
2024-06-17,26.540260416666666,26.48375,26.59625,24.395937500000002,23.0,29.12,6704.541666666667,5589.791666666667,0.11250000000000071,24
2024-06-18,26.422708333333333,26.347499999999997,26.4775,24.485,23.2,27.45,6708.833333333333,5988.25,0.13000000000000256,24
2024-06-19,26.25598958333333,26.17875,26.333750000000002,23.9225,22.04,25.33,6692.083333333333,5552.458333333333,0.15500000000000114,24
2024-06-20,26.120416666666667,26.06125,26.175,23.336458333333336,20.96,24.46,6699.0,5716.583333333333,0.11374999999999957,24
2024-06-21,26.028020833333333,26.00375,26.075000000000003,23.268489583333334,20.32,27.31,6702.708333333333,5648.333333333333,0.0712500000000027,24
2024-06-22,25.97791666666667,25.9475,26.017500000000002,23.855364583333337,22.13,28.97,6700.541666666667,5449.375,0.07000000000000028,24
2024-06-23,25.920260416666668,25.895,25.9725,24.52145833333333,23.08,30.3,6706.833333333333,5424.958333333333,0.07750000000000057,24
2024-06-24,25.868489583333332,25.818749999999998,25.903750000000002,25.14526041666667,23.31,30.65,6706.291666666667,5487.083333333333,0.0850000000000044,24
2024-06-25,25.788697916666667,25.738749999999996,25.8275,25.664114583333333,23.59,30.94,6707.291666666667,5403.416666666667,0.08875000000000455,24
2024-06-26,25.6940625,25.653750000000002,25.735,25.60557291666667,23.92,29.23,6711.875,5554.166666666667,0.08124999999999716,24
